Asunnon tyyppi,Sijanti,Hinta,Koko,Rakennus vuosi
"Kerrostalo | 2 makuuhuonetta, olohuone, keittiö, kylpyhuone, pa","Keskikatu 14 F, Mäki-Matti, Jyväskylä",136 000 €,68 m²,1957
Omakotitalo | 3mh + oh + k + th + ph + s + wc + at + ak,"Matinmäentie 452, Palokka, Jyväskylä",239 000 €,112 m²,1964
-1,-1,-1,-1,-1
Kerrostalo | 1h + kk + alkovi + kph,"Voionmaankatu 32, Mäki-Matti, Jyväskylä",122 000 €,34 m²,2009
Kerrostalo | 3H + k + p,"Laajavuorentie 5 A 7, Laajavuori, Jyväskylä",115 000 €,73 m²,1970
"Omakotitalo | 5 h, k, th, vh, ph, s, wc, var / askh, p","Eevastiinantie 10, Ylistönmäki, Jyväskylä",229 000 €,137 m²,1986
Omakotitalo | oh + k + 3mh + wc + vh + khh + s + ph,"Vaajakoskentie 132, Jyskä, Jyväskylä",218 000 €,"101,5 m²",2008
-1,-1,-1,-1,-1
"Rivitalo | 3h, k, s, wc + parvi, varasto","Haapalammentie 18, Vaajakoski, Jyväskylä",135 000 €,81 m²,1979
"Kerrostalo | 3h, k, kph, vh, p","Eemelintie 4, Haapaniemi, Jyväskylä",57 800 €,74 m²,1971
"Kerrostalo | 2h, k, kph, parv.","Eemelintie 4, Haapaniemi, Jyväskylä",50 800 €,57 m²,1971
Omakotitalo | 6h + k + 2 x wc + kh + ph + s,"Vespuolentie 1987, Jyväskylä, Jyväskylä",165 000 €,157 m²,1985
-1,-1,-1,-1,-1
Omakotitalo | 7h + k + 3wc + khh + ph + s + p + at + varastot,"Alvettulanmutka 9, Nenäinniemi, Jyväskylä",298 000 €,177 m²,1994
"Kerrostalo | 3h, k, kph, vh, wc, p.lasitt.","Emännäntie 3-5, Kortepohja, Jyväskylä",99 000 €,"78,5 m²",1971
Kerrostalo | 2h + kt,"Taulumäentie 53 A 4, Kivelänranta, Jyväskylä",159 775 €,"41,5 m²",2019
Rivitalo | 4-5h + k + s + kph + 2x wc,"Notkotie 11 A, Palokka, Jyväskylä",168 000 €,"107,5 m²",1980
Kerrostalo | 3h + k,"Yliopistonkatu 19A6, Keskusta, Jyväskylä",192 000 €,75 m²,1964
Kerrostalo | 3h + k + kh + vh + p,"Kulottajantie 6 D51, Kangaslampi, Jyväskylä",58 000 €,"73,5 m²",1975
"Kerrostalo | 1h, kk, s, kph, p","Jokivieru 4, Äijälä, Jyväskylä",79 500 €,31 m²,1993
"Luhtitalo | 1-2h, kk, s, p","Pärnäsentie 1, Jyväskylä, Jyväskylä",82 000 €,45 m²,1998
"Omakotitalo | 5h, k, s, kph, khh, 2wc, tkh, 2var, p, 2ak","Ruukintie 11, Tikkakoski, Jyväskylä",159 000 €,135 m²,1978
Kerrostalo | 3h + k + s,"Kangastie 6 c 14, Säynätsalo, Jyväskylä",116 000 €,68 m²,1990
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 2h + k + p,"Haperontie 3 A 13, Keltinmäki, Jyväskylä",67 000 €,55 m²,1982
"Rivitalo | 3 h, takkahuone, keittiö, saunatilat","Sippulantie 28, Ristikivi, Jyväskylä",185 000 €,109 m²,1989
Omakotitalo | 3h + k + pkh + ph + s + wc + var + at,"Raennontie 33, Vaajakoski, Jyväskylä",147 000 €,84 m²,1970
"Kerrostalo | 2h, k","Rasikatu 1, Kangasvuori, Jyväskylä",89 700 €,52 m²,1967
"Kerrostalo | 2h, k, s, kph, terassi","Ylätuhdonkuja 1, Ristikivi, Jyväskylä",83 000 €,54 m²,1990
Omakotitalo | 4h + k + takkah + ph + s + khh + vh + 2wc + at,"Kortesuonkatu 31, Mäki-Matti, Jyväskylä",295 000 €,130 m²,1993
"Omakotitalo | tupa, 4mh, k, s, ph, pkh / khh, wc","Vasaraisentie 23, Vertaala, Jyväskylä",150 000 €,166 m²,1991
"Luhtitalo | 2h, k, kph, wc, s","Hirvirinne 6, Nenäinniemi, Jyväskylä",89 900 €,57 m²,1997
"Luhtitalo | 3h, k, kph, s, p","Hirvirinne 6, Nenäinniemi, Jyväskylä",114 000 €,74 m²,1997
"Kerrostalo | 1h, tupak, kph, p","Helokantie 5, Keltinmäki, Jyväskylä",52 000 €,43 m²,1977
"Kerrostalo | 1h, kk, kph, p","Helokantie 5, Keltinmäki, Jyväskylä",52 000 €,43 m²,1977
Kerrostalo | 2h + k + kph + vh + lasit.p,"Kulottajantie 8 A 19, Kangaslampi, Jyväskylä",68 000 €,"60,5 m²",1976
"Rivitalo | 5h, k, s","Löylytie 3, Säynätsalo, Jyväskylä",156 000 €,"102,5 m²",1981
Luhtitalo | 2h + k + s,"Isännöitsijäntie 43, Väinölä, Jyväskylä","21 259,82 €",54 m²,2012
"Kerrostalo | 3h, k, s, p","Polttolinja 17 A, Kuokkala, Jyväskylä",125 000 €,"72,5 m²",1990
-1,-1,-1,-1,-1
"Kerrostalo | 2h, k, kph, parveke","Sulkulantie 17, Sulkula, Jyväskylä",149 000 €,"40,5 m²",2018
"Kerrostalo | 2h, k, kph, las.p.","Tammiperä 6, Jyskä, Jyväskylä",78 000 €,57 m²,1973
Rivitalo | 3h + k + s + terassi,"Ritoharjuntie 9, Palokka, Jyväskylä",139 000 €,77 m²,1982
Kerrostalo | 3h + k + kph + las.parv + autotalli,"Yläaitankatu 4, Aittorinne, / Halssila Jyväskylä",129 000 €,78 m²,1967
Kerrostalo | 4-5mh + oh + k + kph + wc,"Aatoksenkatu 8, Nisula, Jyväskylä",325 000 €,139 m²,1974
"Kerrostalo | 2h, k, kh, p","Ilmarisenkatu 16-18 B, Keskusta, Jyväskylä",119 000 €,"54,5 m²",1965
"Kerrostalo | 1h, kk, kph, p","Eemelintie 1-3, Haapaniemi, Jyväskylä",35 900 €,30 m²,1977
"Rivitalo | 4 h, keittiö, takkahuone, kodinhoitohuone, saunaos","Anttoninkatu 13 B, Lohikoski, Jyväskylä",299 000 €,212 m²,1978
"Kerrostalo | 3h, k, kh, las.p","Tanhuantie 4 A, Nisula, Jyväskylä",135 000 €,67 m²,1959
"Kerrostalo | 2h, k, s, kph, vh, terassi","Taimistontie 4, Kangaslampi, Jyväskylä",107 000 €,52 m²,2007
"Rivitalo | 3h, k, s, kph, erill.wc, 2vh, ter, var","Noviisinkatu 8, Tikkakoski, Jyväskylä",65 000 €,88 m²,1974
"Kerrostalo | 2h, k, kph, et, vh, p","Muurainkuja 4, Varikko, Jyväskylä",68 000 €,63 m²,1982
Omakotitalo | OK + Halli,"Kalarintie 1, Vaajakoski, Jyväskylä",580 000 €,129 m²,2003
"Rivitalo | 1h, kk, s","Kotamäenkuja 6 as, Vaajakoski/Kaunisharju, Jyväskylä",49 000 €,36 m²,1990
Kerrostalo | 3h + k + s,"Äijälänrannantie 14, Äijälänranta, Jyväskylä","30 355,21 €",72 m²,2014
"Rivitalo | 4-5h, k, vh, khh, s, p","Saaranpolku 1, Samulinniemi, Jyväskylä",249 000 €,"120,5 m²",2006
"Kerrostalo | 2h, keittiö, kylpyhuone, parveke","Valajankatu 7 C, RAUTPOHJA, Jyväskylä",99 000 €,51 m²,1949
"Kerrostalo | 2h, kk, s, p","Palstatie 6 B 20, Kuokkala, Jyväskylä",102 000 €,"48,5 m²",1994
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Rivitalo | 3h + k + s,"Kekkolantie 15, Kekkola, Jyväskylä",156 500 €,"81,5 m²",1985
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 4h + k + wc + kh + p,"Saihokatu 3 B, Köhniö, Jyväskylä",89 000 €,83 m²,1966
"Kerrostalo | 4h, k, rt, kph, wc, las. p","Karsikkotie 7, Pupuhuhta, Jyväskylä",69 500 €,"89,5 m²",1980
"Kerrostalo | 3h, k, s, kph, vh, las.p.","Tammiperä 6, Jyskä, Jyväskylä",89 000 €,74 m²,1973
-1,-1,-1,-1,-1
"Rivitalo | 3h, k, kph, s Varikko","Puolukkakuja 2, Varikko, Jyväskylä",115 000 €,"77,5 m²",1990
"Kerrostalo | 2h, k, kph, vh, las par","Laikuttajantie 10, Kangaslampi, Jyväskylä",45 000 €,"58,5 m²",1974
"Omakotitalo | 3h, k, wc, kellari","Uittotie 6, Hupeli, Jyväskylä",70 000 €,72 m²,1919
Kerrostalo | 1H + K + KH,"Jussinpolku 4 c 30, Korpilahti, Jyväskylä",41 500 €,37 m²,1973
Kerrostalo | 1h + kk + kh,"Ahdinkatu 26 B, Mäki-Matti, Jyväskylä",73 500 €,23 m²,1961
"Kerrostalo | 3h, k, kph, vh, las.parv","Puolukkakuja 9 A 12, Varikko, Jyväskylä",86 000 €,73 m²,1982
Kerrostalo | 1h + kk + alkovi + s + p,"Kekkolantie 25 A, Kekkola, Jyväskylä",95 000 €,"35,5 m²",1992
"Rivitalo | 3h, k, rt, 2xkph, s, khh, wc, 2xvh","Karkutie 8, Karkaussaari, Jyväskylä",347 000 €,138 m²,2006
Rivitalo | 3h + k + s,"Ritoharjuntie 1, Palokka, Jyväskylä",149 500 €,75 m²,1986
Kerrostalo | 1h + kk,"Linnantie 5 A, Vaajakoski, Jyväskylä",52 000 €,30 m²,1974
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Omakotitalo | oh, k, wc, eteinen.Yläk;6h, p.Kellari;varastoja, khh, pu","Kortesuonkatu 12, Mäki-Matti, Jyväskylä",389 000 €,303 m²,1953
-1,-1,-1,-1,-1
Kerrostalo | 1h + k + p,"Puolukkakuja 1, Varikko, Jyväskylä",44 000 €,32 m²,1982
Kerrostalo | 1h + k + rp,"Puolukkakuja 1, Varikko, Jyväskylä",44 000 €,32 m²,1982
"Kerrostalo | 2h + kt, kph","Vapaudenkatu 48-50 B, Keskusta, Jyväskylä",239 000 €,54 m²,2017
"Rivitalo | 3h, k, s, kph, wc, vh, var, ter","Hetteikkö 6, Heinälampi, Jyväskylä",125 000 €,84 m²,1981
"Kerrostalo | 1h, kk, alk, kph, vh, las.p.","Joensuuntie 1, Korpilahti, Jyväskylä",98 000 €,35 m²,2014
"Omakotitalo | 8h, k, 3kph, s, 4vh, uima-allas, autotalli","Kortesuonkatu 38, Mäki-Matti, Jyväskylä",590 000 €,310 m²,1980
"Rivitalo | 2h, kk, s","Varvikkotie 2 A, Keljonkangas, Jyväskylä",99 000 €,48 m²,1988
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Kerrostalo | 2h, k, kph, las.p","Pappilanrinne 1, Palokka, Jyväskylä",59 000 €,"55,5 m²",1977
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Rivitalo | 1h + kk + alk + s + lämm.var,"Lokintie 18, Halssila, Jyväskylä",70 500 €,41 m²,1984
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Kerrostalo | 2h, kk, kph, vh, las.p.","Pieles 2, Pupuhuhta, Jyväskylä",36 000 €,"52,5 m²",1978
"Kerrostalo | 3h, k, s, kph, vh, lasit. parv","Kaakonkoipi 3, Kaakkolampi, Jyväskylä",73 000 €,80 m²,1979
"Rivitalo | 3h, k, s, kph, ter","Korpiahontie 15, Korpilahti, Jyväskylä",66 000 €,"80,5 m²",1983
Kerrostalo | 3h + k,"Helokantie 1, Keltinmäki, Jyväskylä",57 000 €,63 m²,1977
"Kerrostalo | 1h, tupak, kph, p","Helokantie 1, Keltinmäki, Jyväskylä",48 000 €,43 m²,1977
"Kerrostalo | 2h, k, kph, terassipiha","Puolukkakuja 1, Kangaslampi, Jyväskylä",47 000 €,50 m²,1982
-1,-1,-1,-1,-1
"Kerrostalo | 3h + keittiö + kaksi wc:tä + sauna, (lisäksi autohallipaikka 27500e)","Vapaudenkatu 35 c7, Keskusta, Jyväskylä",339 850 €,"87,5 m²",2014
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 1 h + k + s,"Yrjönkatu 56, Keskusta, Jyväskylä",139 500 €,38 m²,2004
-1,-1,-1,-1,-1
"Kerrostalo | 3h, k, s, kph, vh, las.p.","Joensuuntie 1, Korpilahti, Jyväskylä",164 000 €,"68,5 m²",2014
"Kerrostalo | Huone, kt ja kylpyhuone","Visakoivunkuja 7 A, Pirttimäki, Jyväskylä",85 000 €,"21,5 m²",2018
"Kerrostalo | Huone, kt ja kylpyhuone","Visakoivunkuja 7 A, Pirttimäki, Jyväskylä",83 000 €,"21,5 m²",2018
Kerrostalo | 2h + kt,"Taulumäentie 53 A 14, Kivelänranta, Jyväskylä",167 475 €,"43,5 m²",2019
-1,-1,-1,-1,-1
Kerrostalo | 2h + tk + kph + s + p,"Puistokatu 11 B 30 b, Keskusta, Jyväskylä",193 000 €,72 m²,1960
-1,-1,-1,-1,-1
"Kerrostalo | 4h, k, kph, wc, p","Vadelmakuja 2 A, Varikko, Jyväskylä",79 000 €,"91,5 m²",1984
"Rivitalo | 1h, kk, s, kph, var, ter","Korpiahontie 15, Korpilahti, Jyväskylä",49 000 €,33 m²,1983
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
